ticker,name,category,expense_ratio
FRERX,Franklin Total Return R6,** 20 Short-Term Inv. Grade / 33 Int-Term Inv. Grade / 47 Long-Term Inv. Grade **,0.0052
HDGFX,Hartford Dividend and Growth F,** 90 US Large Blend / 10 Intl Large Blend **,0.0063
HMVFX,Hartford MidCap Value F,** 96 US Mid Value / 4 Intl Mid Value **,0.0077
HYIFX,Invesco High Yield R6,High Yield,0.0065
VVOSX,Invesco Value Opportunities R6,** 92 US Mid Blend / 8 Intl Mid Blend **,0.0078
ACTSX,Invesco High Yield Municipal R6,High Yield,0.0055
VKMSX,Invesco Municipal Income R6 ,Long-Term Inv. Grade,0.0051
SMEFX,Invesco Small Cap Equity R6,** 98 US Small Growth / 2 Intl Small Growth **,0.008
PBH,Prestige Consumer Healthcare Inc,US Small Blend,0.0
ZIMV,ZimVie Inc Ordinary Shares,US Small Value,0.0
URE,ProShares Ultra Real Estate,US Real Estate,0.0095
LONSX,Lord Abbett National Tax Free F3,Long-Term Inv. Grade,0.0047
MIDLX,MFS International New Discovery R6,** 9 Emerging Mid Blend / 3 US Mid Blend / 88 Intl Mid Blend **,0.009
MPMNX,MFS Municipal Income R6,Long-Term Inv. Grade,0.0044
HMDFX,Hartford MidCap F,** 98 US Mid Growth / 2 Emerging Mid Growth **,0.0074
ALVRQ,Alvarion Ltd.,Intl Small Value,0.0
UCO,ProShares Ultra Bloomberg Crude Oil,Commodities,0.0162
GHC,Graham Holdings Co,US Small Blend,0.0
BPAVX,Boston Partners All Cap Value Inv,** 94 US Large Value / 6 Intl Large Value ** ,0.0105
FGROX,Emerald Growth Institutional,US Small Growth,0.0073
MGRDX,MFS International Growth R6,** 10 US Large Growth / 8 Emerging Large Growth / 82 Intl Large Growth **,0.007
FREGX,Nuveen Real Estate Securities R6,US Mid Blend,0.0085
SGMD,Sugarmade Inc,US Micro,0.0
AMFNX,Virtus AlphaSimplex Mgd Futs Strat R6,Non-Traditional,0.0133
FMKPX,Fidelity Freedom® Index 2030 Premier,** 37 US Large Blend / 18 Intl Large Blend / 7 Emerging Large Blend / 38 Long-Term Inv. Grade **,0.0006
QCEQIX,CREF Equity Index R3,US Large Blend,0.0017
TCRIX,TIAA-CREF Lifecycle 2030 Institutional,** 36 US Large Blend / 36 Int-Term Inv. Grade / 21 Intl Large Blend / 5 US Real Estate / 2 Cash **,0.0042
JTKAX,JHancock Global Thematic Opps A,** 70 US Large Blend / 30 Intl Large Blend ** ,0.0119
IPPXX,Invesco Treasurer's Ser Tr Prem Instl,Cash/Money Market,0.0018
PHX,PHX Minerals Inc Class A,US Small Blend,0.0
CPRX,Catalyst Pharmaceuticals Inc,US Small Value,0.0
CXT,Crane NXT Co.,US Mid Value,0.0
UCPC,UniCapital Corp,US Micro,0.0
OPRA,Opera Limited,Intl Small Value,0.0
SGUXX,Schwab Government Money Fund- Ultra Shares,Cash/Money Market,0.0019
ATAI,ATAI Life Sciences NV,US Small Value,0.0
FREY,FREYR Battery ,US Small Value,0.0
SQNS,Sequans Communications SA ADR,Intl Small Value,0.0
TBLA,Taboola.com Ltd,US Small Value,0.0
IMUX,Immunic Inc,US Small Value,0.0
PFL,PIMCO Income Strategy Fund,Int-Term Investment Grade,0.0137
UNRV,Unrivaled Brands Inc,US Micro,0.0
SPHY,SPDR® Portfolio High Yield Bond ETF ,High Yield,0.0005
CFAGX,Commerce MidCap Growth,US Mid Growth,0.0078
NARI,Inari Medical Inc Ordinary Shares ,US Small Growth,0.0
INO,Inovio Pharmaceuticals Inc,US Small Growth,0.0
OTRK,Ontrak Inc,US Small Value,0.0
ZYXI,Zynex Inc,US Small Growth,0.0
ADAP,Adaptimmune Therapeutics PLC ADR,Intl Small Value,0.0
CODX,Co-Diagnostics Inc Registered Shs,US Small Blend,0.0
DGLY,Digital Ally Inc,US Small Value,0.0
GBLX,GB Sciences Inc,US Micro,0.0
HYLN,Hyliion Holdings Corp Ordinary Shares - Class A,US Small Value,0.0
IDEX,Ideanomics Inc,US Small Value,0.0
IDN,Intellicheck Inc,US Small Blend,0.0
LEGH,Legacy Housing Corp,US Small Value,0.0
PERI,Perion Network Ltd,US Small Growth,0.0
PLTK,Playtika Holding Corp Ordinary Shares,US Small Blend,0.0
PGNY,Progyny Inc,US Small Growth,0.0
SRG,Seritage Growth Properties Class A,US Small Value,0.0
SFT,Shift Technologies Inc Ordinary Shares - Class A,US Small Value,0.0
TALK,Talkspace Inc Ordinary Shares,US Small Blend,0.0
FEMFD,FE Battery Metals Corp,Intl Small Growth,0.0
TMPO,Tempo Automation Holdings Inc,US Small Growth,0.0
VVPR,Vivopower International PLC,US Small Value,0.0
DYAI,Dyadic International Inc ,US Small Blend,0.0
NYMXF,Nymox Pharmaceutical Corp,Intl Small Value,0.0
VMAR,Vision Marine Technologies Inc,Intl Small Blend,0.0
VALLX,Value Line Larger Companies Focused Inv,US Large Growth,0.0114
FBRT,Franklin BSP Realty Trust Inc Ordinary Shares,US Real Estate,0.0
FSV,FirstService Corp Ordinary Shares,Intl Mid Growth,0.0
VALAX,Al Frank Adv,US Large Value,0.0124
GTSYX,Invesco Small Cap Growth Y,** 90 US Small Growth / 10 Intl Small Growth **,0.0091
JOEMX,JOHCM Emerging Markets Opps Instl,Emerging Large Blend,0.0103
MCVIX,MFS Mid Cap Value I,US Mid Value,0.0074
MERIX,The Merger Fund I,Non-Traditional,0.0125
JSHIX,Janus Henderson Short Duration Flex Bd I,Short-Term Inv. Grade,0.0045
DRVN,Driven Brands Holdings Inc Ordinary Shares,US Small Growth,0.0
SGRY,Surgery Partners Inc ,US Small Growth,0.0
JALGX,JHancock Multimanager Lifestyle Gr A,** 50 US Large Blend / 20 Intl Large Blend / 10 Emerging Large Blend / 10 Int-Term Inv. Grade / 10 High Yield **,0.0136
LGIH,LGI Homes Inc,US Small Blend,0.0
CALF,Pacer US Small Cap Cash Cows 100 ETF,US Small Value,0.0059
LVHI,Franklin Intl Low Volatility Hi Div ETF ,** 13 US Large Value / 87 Intl Large Value **,0.004
XMHQ,Invesco S&P MidCap Quality ETF,** 99 US Mid Blend / 1 Emerging Mid Blend **,0.0025
CSMCX,Congress Small Cap Growth Institutional,** 93 US Small Growth / 7 Intl Small Growth **,0.01
LCSIX,LoCorr Long/Short Commodity Strats I,Commodities,0.0218
PETPX,PIMCO Real Estate Real Return StrategyI2,US Real Estate,0.0084
TSIIX,Thornburg Strategic Income I,High Yield,0.006
AOM,iShares Core Moderate Allocation ETF,** 63 US Large Blend / 31 Intl Us Large Blend / 6 Emerging Large Blend **,0.0015
SMCPOX,Wellington CIF II - Small Cap Opportunities,US Small Value,0.0078
HD,The Home Depot Inc,US Large Growth,0.0
FWTKX,Fidelity Freedom® 2035 K6,**38 US Large Blend / 35 Intl Large Blend / 27 Int-Term Inv. Grade,0.0041
WHF,WhiteHorse Finance Inc,US Small Value,0.0
TRSTX,TRSTX,** 82 Short-Term Inv. Grade / 18 Cash **,0.0018
PRUUX,T. Rowe Price US Trs Long-Term Idx I ,Long-Term Inv. Grade,0.0008
VB ,Vanguard Small-Cap ETF ,US Small Blend,0.0005
OTLY,Oatly Group AB ADR,Intl Small Value,0.0
JCAPX,Janus Henderson Forty I,US Large Growth,0.0064
SPX,S&P 500 PR,US Large Blend,0.0
ONON,On Holding AG,US Mid Growth,0.0
LIPAX,BlackRock LifePath® Index 2050 Inv A,** 59 US Large Blend / 39 Intl Large Blend / 2 Int-Term Inv. Grade **,0.0039
RNPCX,American Funds New Perspective R3,** 50 US Large Growth / 40 Intl Large Growth / 10 Cash **,0.0106
MYD,BlackRock MuniYield,Long-Term Inv. Grade,0.0082
CCALX,Conestoga Small Cap Institutional ,US Small Growth,0.009
INAR,InternetArray Inc ,US Small Value,
NWGC,New World Gold Corp,US Small Value,0.0
ELCR,Electric Car Co Inc,US Small Value,0.0
INND,Innerscope Hearing Technologies Inc,US Small Value,0.0
TLLTF,TILT Holdings Inc ,US Small Value,0.0
DRIP,Direxion Dly S&P Oil&Gs Ex&Prd Br 2X ETF,Non-Traditional,0.0109
OEGYX,Invesco Discovery Mid Cap Growth Y,US Mid Growth,0.0079
AIVBX,American Funds International Vntg A ,** 85 Intl Large Growth / 15 Cash **,0.0097
ETIIX,Parametric TABS Interm-Term Muni Bd I,Int-Term Inv. Grade,0.006
PBYMX,Pioneer AMT-Free Municipal Y,Long-Term Inv. Grade,0.0049
LYJN,Lyric Jeans Inc,US Small Value,0.0
DUST,Direxion Daily Gold Miners Bear 2X ETF,Non-Traditional,0.0107
NPSGX,Nicholas Partners Small Cap Gr Instl,US Small Growth,0.0099
WCMVX,WCM Focused International Value Ins,US Large Blend,0.0125
FIMKX,Fidelity Advisor® Focused Em Mkts I,Emerging Large Blend,0.0103
VIMCX,Virtus KAR Mid-Cap Core I,US Mid Growth,0.0095
GRNQ,Greenpro Capital Corp,Emerging Small Value,0.0
MEIJX,MFS Value R4,** 92 US Large Value /  8 Intl Large Value **,0.0055
MCRY,"Mercury Systems, Inc",US Small Value,0.0
FTKFX,Fidelity® Total Bond K6,Int-Term Inv. Grade,0.003
MATV,"Mativ Holdings, Inc.",US Small Value,0.0
GSSMX,Goldman Sachs Small Cap Value A ,US Small Blend,0.0123
ONGIX,JPMorgan Investor Growth & Income A,US Large Blend,0.0095
PHDAX,PIMCO High Yield A,High Yield,0.009
AMRK,A-Mark Precious Metals Inc,US Small Value,0.0
AFSIA,"AmTrust Financial Services, Inc.",US Small Value,0.0
AFSIB,  AmTrust Financial Services 7.25 Non-Cumulative Preferred Shs Series B,US Mid Value,0.0
GGR,Gogoro Inc,Emerging Mid Blend,0.0
AFSIC,Amtrust Financial Services 7.625 Non-Cumulative Preferred Shs Series C,US Small Value,0.0
DGICA,Donegal Group Inc Class A,US Small Value,0.0
MNTX,Manitex International Inc,US Small Value,0.0
PPIH,Perma-Pipe International Holdings Inc,US Small Value,0.0
PMN,ProMIS Neurosciences Inc,Intl Small Value,0.0
RWWI,Rand Worldwide Inc,US Small Value,0.0
WLMSQ,Williams Industrial Services Group Inc,US Small Value,0.0
DRISX,Foundry Partners Sm Cp Val Instl,** 97 US Small Value / 3 Intl Small Value **,0.01
APPH,AppHarvest Inc Ordinary Shares,US Micro,0.0
LIZKX,BlackRock LifePath® Index 2060 K,** 65 US Large Blend / 30 Intl Large Blend / 5 Emerging Large Blend **,0.0009
URINX,Victory Target Retirement Income,** 23 US Large Blend / 12 Intl Large Blend / 55 Int-Term Inv. Grade / 10 Cash **,0.0054
URTRX,Victory Target Retirement 2030,** 38 US Large Blend / 22 Intl Large Blend / 35 Int-Term Inv. Grade / 5 Cash **,0.0054
RSCC,Russell Small Cap Completeness Index,US Small Growth,0.0
AMR,Alpha Metallurgical Resources Inc ,US Small Blend,0.0
TIEXX,TIAA-CREF Money Market R,Cash/Money Market,0.0037
DMREX,DFA Municipal Real Return Institutional,Short-Term Inv. Grade,0.0024
FCSTX,Fidelity® California Ltd Trm Tax-Free Bd,Short-Term Inv. Grade,0.0029
LTCIX,Thornburg CA Limited-Term Muni Instl,** 91 Int-Term Inv. Grade / 9 Cash **,0.0049
OTIIX,T. Rowe Price Small-Cap Stock I,** 85 US Small Growth / 8 Intl Small Growth / 7 Cash **,0.0077
GWH,ESS Tech Inc Ordinary Shares,US Micro,0.0
PIIVX,The Private Shares Fund I,Non-Traditional,0.0226
TIPWX,Bluerock Total Income+ Real Estate I ,Non-Traditional,0.0178
DFAIX,DFA Short-Duration Real Return Instl,Short-Term Inv. Grade,0.0022
DWFIX,DFA World ex US Government Fxd Inc I ,Int-Term Inv. Grade,0.0019
TRPWX,TIAA-CREF Mid-Cap Growth Instl,** 82 US Mid Growth / 18 Intl Mid Growth **,0.0048
TISPX,TIAA-CREF S&P 500 Index Instl,US Large Blend,0.0005
QCSTRX,CREF Stock R1,** 65 US Large Blend / 35 Intl Large Blend **,0.0049
FRSLX,Nuveen Mid Cap Growth Opps A,US Mid Growth,0.0117
ACCNX,American Century Core Plus Inv,Int-Term Inv. Grade,0.0055
FEGRX,First Eagle Global R6,** 57 US Large Blend / 25 Intl Large Blend / 18 Emerging Large Blend **,0.0079
ITBFX,Hartford Total Return Bond F,Int-Term Inv. Grade,0.0032
SSBOX,State Street Target Retirement 2020 K,** 24 US Large Blend / 15 Intl Large Blend / 61 Int-term Inv. Grade **,0.0009
VTS,Vitesse Energy Inc,US Small Growth,0.0
TMDIX,AMG TimesSquare Mid Cap Growth Z,** 90 US Mid Growth / 8 Intl Mid Growth / 2 Cash **,0.0098
HHH,Howard Hughes Holdings Inc,US Small Blend,0.0
AWMIX,CIBC Atlas Mid Cap Equity Institutional ,** 95 US Mid Growth / 2 Intl Mid Growth / 3 Cash **,0.0083
NWCAX,Nuveen Winslow Large-Cap Growth ESG A,** 90 US Large Growth / 10 Intl Large Growth **,0.009
UTL,Unitil Corporation,US Small Value,0.0
PDEZX,PGIM Jennison Emerging Markets Eq Opps Z,** 52 Emerging Large Growth / 48 Intl Large Growth **,0.0105
EMDV,ProShares MSCI Emerg Mkts Div Growers,Emerging Large Blend,0.006
VGYAX,Vanguard Global Wellesley Income Admiral,** 15 US Large Value / 21 Intl Large Value / 64 Int-Term Inv. Grade **,0.0029
VGRLX,Vanguard Global ex-US Real Est Idx Adm,Intl Real Estate,0.0012
FDTKX,Fidelity Freedom® 2025 K6,** 26 US Large Blend / 26 Intl Large Blend / 48 Int-Term Inv. Grade **,0.0034
FGTKX,Fidelity Freedom® 2030 K6,** 31 US Large Blend / 29 Intl Large Blend / 40 Int-Term Inv. Grade **,0.0037
CNA,CNA Financial Corp,US Mid Value,0.0
FVIAX,Fidelity Advisor® Government Income A,** 30 Short-Term Inv. Grade / 20 Int-Term Inv. Grade / 50 Long-Term Inv. Grade **,0.0077
DNB,Dun & Bradstreet Holdings Inc Ordinary Shares,US Small Value,0.0
FBIN,Fortune Brands Innovations Inc,US Mid Blend,0.0
OLPX,Olaplex Holdings Inc,US Small Value,0.0
RVTY,Revvity Inc,US Mid Growth,0.0
RCM,R1 RCM Inc,US Small Growth,0.0
TW,Tradeweb Markets Inc,US Mid Growth,0.0
UNVR,Univar Solutions,US Small Value,0.0
PACK,Ranpak Holdings Corp Ordinary Shares - Class A,US Small Value,0.0
ABBNY,ABB Ltd ADR,Intl Large Growth,0.0
AAVMY,ABN AMRO Bank NV ADR,Intl Small Value,0.0
AMIGY,Admiral Group PLC ADR,Intl Mid Blend,0.0
ATEYY,Advantest Corp ADR,Intl Large Growth,0.0
AGESY,Ageas SA/ NV ADR ,Intl Mid Value,0.0
AJINY,Ajinomoto Co Inc ADR,Intl Large Growth,0.0
ANZGY,ANZ Group Holdings Ltd ADR,Intl Large Value,0.0
ARZGY,Assicurazioni Generali ADR,Intl Large Value,0.0
NCBDY,BANDAI NAMCO Holdings Inc ADR,Intl Large Blend,0.0
BTDPY,Barratt Developments PLC ADR,Intl Mid Value,0.0
TGIPX,T. Rowe Price Spectrum Mod Gr Allc I,** 55 US Large Blend / 30 Intl Large Blend / 15 Int-Term Inv. Grade **,0.0065
AGI,"Alamos Gold Inc(USD,AGI)",Intl Small Growth,0.0
CJPRY,Central Japan Railway Co ADR,Intl Large Growth,0.0
CRZBY,Commerzbank AG ADR,Intl Large Value,0.0
COVTY,Covestro AG ADR ,Intl Mid Blend,0.0
DNKEY,Danske Bank A/S ADR,Intl Large Blend,0.0
DLAKY,Deutsche Lufthansa AG ADR,Intl Mid Value,0.0
EJPRY,East Japan Railway Co ADR,Intl Large Growth,0.0
ENGGY,Enagas SA ADR,Intl Mid Value,0.0
FSUGY,Fortescue Metals Group Ltd ADR ,Intl Large Value,0.0
FSNUY,Fresenius SE & Co KGaA ADR,Intl Large Value,0.0
hdb,"HDFC Bank Ltd ADR(USD,HDB)",Emerging Large Growth,0.0
HKHHY,Heineken Holding NV ADR,Intl Large Blend,0.0
HLDCY,Henderson Land Development Co Ltd ADR ,Intl Large Value,0.0
HNNMY,Hennes & Mauritz AB ADR,Intl Large Value,0.0
HSQVY,Husqvarna AB ADR,Intl Mid Blend,0.0
IKTSY,Intertek Group PLC ADR,Intl Mid Blend,0.0
ITOCY,ITOCHU Corp ADR,Intl Large Value,0.0
JAPAY,Japan Tobacco Inc ADR,Intl Large Blend,0.0
JRONY,Jeronimo Martins SGPS SA ADR,Intl Large Growth,0.0
JMPLY,Johnson Matthey PLC ADR,Intl Mid Value,0.0
FNRAX,Franklin Natural Resources Adv,** 70 US Large Blend / 30 Intl Large Blend **,0.0085
NDVVX,MFS New Discovery Value R6,US Small Value,0.0084
KIGRY,KION GROUP AG ADR,Intl Mid Growth,0.0
KNBWY,Kirin Holdings Co Ltd ADR,Intl Large Value,0.0
LGGNY,Legal & General Group PLC ADR ,Intl Large Value,0.0
FINMY,Leonardo SpA ADR,Intl Mid Blend,0.0
MQBKY,Macquarie Group Ltd ADR,Intl Large Blend,0.0
MZDAY,Mazda Motor Corp ADR,Intl Large Value,0.0
MTSFY,Mitsui Fudosan Co Ltd ADR,Intl Large Blend,0.0
MFG,Mizuho Financial Group Inc ADR,Intl Large Blend,0.0
SAVA,Cassava Sciences Inc,US Small Growth,0.0
GASNY,Naturgy Energy Group SA ADR,Intl Large Blend,0.0
NPSCY,Nippon Steel Corp ADR ,Intl Large Blend,0.0
NDEKY,Nitto Denko Corp ADR,Intl Large Blend,0.0
NMR,Nomura Holdings Inc ADR,Intl Large Blend,0.0
NTDTY,NTT Data Group Corp ADR,Intl Large Blend,0.0
OVCHY,Oversea-Chinese Banking Corp Ltd ADR,Intl Large Value,0.0
PANDY,Pandora A/S ADR ,Intl Mid Blend,0.0
QBIEY,QBE Insurance Group Ltd ADR,Intl Large Value,0.0
RNECY,Renesas Electronics Corp ADR,Intl Large Growth,0.0
SEKEY,Seiko Epson Corp ADR,Intl Mid Value,0.0
HCMC,Healthier Choices Management Corp,US Micro,0.0
SKHSY,Sekisui House Ltd ADR,Intl Large Value,0.0
SKFRY,SKF AB ADR,Intl Mid Blend,0.0
SMGZY,Smiths Group PLC ADR,Intl Mid Blend,0.0
SUBCY,Subsea 7 SA ADR,Intl Mid Blend,0.0
SSUMY,Sumitomo Corp ADR,Intl Large Value,0.0
SMMYY,Sumitomo Metal Mining Co Ltd ADR,Intl Large Blend,0.0
STBFY,Suntory Beverage & Food Ltd ADR,Intl Large Blend,0.0
SWDBY,Swedbank AB ADR,Intl Large Blend,0.0
TLGPY,Telstra Group Ltd ADR,Intl Large Blend,0.0
TEZNY,Terna SpA ADR ,Intl Large Blend,0.0
PLNHF,Planet 13 Holdings Inc Ordinary Shares,US Small Blend,0.0
TKGSY,Tokyo Gas Co Ltd ADR,Intl Large Growth,0.0
VONOY,Vonovia SE ADR,Intl Large Value,0.0
WFAFY,Wesfarmers Ltd ADR,Intl Large Blend,0.0
WJRYY,West Japan Railway Co ADR,Intl Large Blend,0.0
YAHOY,Z Holdings Corp ADR,Intl Large Blend,0.0
FILBX,American Funds Inflation Linked Bd F3,Inflation Protected,0.0029
PFIUX,PIMCO Dynamic Bond Instl,Non-Traditional,0.0076
OIGCX,Invesco Oppenheimer International Gr C,Intl Large Growth,0.0183
IUTCX,Invesco Dividend Income C,** 89 US Large Value / 11 Intl Large Value **,0.0169
SHRG,Sharing Services Global Corp,US Micro,0.0
OARDX,Invesco Rising Dividends A,** 96 US Large Blend / 4 Intl Large Blend **,0.0096
OPOCX,Invesco Discovery A,** 96 US Small Growth / 4 Intl Small Growth **,0.0102
IARAX,Invesco Real Estate A,US Real Estate,0.0124
ETHSX,Eaton Vance Worldwide Health Sci A ,** 71 US Large Growth / 29 Intl Large Growth **,0.0121
PRUAX,PGIM Jennison Utility A,** 86 US Mid Value / 14 Intl Mid Value **,0.0083
AUR,Aurora Innovation Inc Class A,US Small Value,0.0
BRZE,Braze Inc Class A,US Small Growth,0.0
LOB,Live Oak Bancshares Inc,US Small Blend,0.0
TMDX,TransMedics Group Inc ,US Small Growth,0.0
CZBS,Citizens Bancshares Corp,US Small Value,0.0
TFSIX,Franklin Mutual Financial Services A,** 60 US Mid Value / 40 Intl Mid Value **,0.0137
KNSA,Kiniksa Pharmaceuticals Ltd Class A,US Small Growth,0.0
IOT,Samsara Inc Ordinary Shares - Class A,US Mid Growth,0.0
BOC,Boston Omaha Corp Class A,US Small Growth,0.0
MNDY,Monday.Com Ltd Ordinary Shares,US Mid Growth,0.0
NCNO,Ncino Inc Ordinary Shares,US Small Growth,0.0
NEO,NeoGenomics Inc,US Small Blend,0.0
RNLX,Renalytix PLC ADR,US Small Blend,0.0
WING,Wingstop Inc,US Small Growth,0.0
FWMIX,American Funds Washington Mutual F3 ,** 89 US Large Blend / 7 Intl Large Blend / 4 Cash **,0.0027
QUBT,Quantum Computing Inc,US Micro,0.0
GOBSX,BrandywineGLOBAL Global Opp Bond IS,World Bond,0.0056
FMGGX,Franklin Small-Mid Cap Growth R6,** 92 US Mid Growth / 3 Intl Mid Growth / 5 Cash **,0.0051
PRJQX,PGIM Jennison Global Opportunities R6,** 60 US Large Growth / 40 Intl Large Growth **,0.0083
PWJQX,PGIM Jennison International Opps R6 ,Intl Large Growth,0.0084
FGTXX,Goldman Sachs FS Government Instl,Cash/Money Market,0.0018
MRGKX,MFS Core Equity R6,** 96 US Large Blend / 4 Intl Large Blend **,0.0057
TQPYX,Touchstone Strategic Income Opp Y,High Yield,0.0075
BLPAX,American Funds Moderate Gr & Inc A,**44 US Large Blend / 21 Intl Large Blend / 28 Int-Term Inv. Grade / 7 Cash **,0.0066
TNET,Trinet Group Inc,US Small Blend,0.0
BLPCX,American Funds Moderate Gr & Inc C,**44 US Large Blend / 21 Intl Large Blend / 28 Int-Term Inv. Grade / 7 Cash **,0.0139
DLHIX,Delaware Healthcare I,** 82 US Large Blend  / 18 Intl Large Blend  **,0.0096
HAOSX,Harbor International Core Institutional,Intl Large Blend,0.0085
HAISX,Harbor International Small Cap Instl,Intl Small Value,0.0093
FLCA,Franklin FTSE Canada ETF,Intl Large Blend,0.0009
CULRX,Calvert Ultra-Short Duration Income R6,Short-Term Inv. Grade,0.0043
JSDUX,JPMorgan Short Duration Bond R6,Short-Tern Inv. Grade,0.0028
LUBOX,Lord Abbett Ultra Short Bond F3,Short-Term Inv. Grade,0.0023
MJLXX,JPMorgan Liquid Assets Money Mkt Morgan,Cash/Money Market,0.0059
CARS,Cars.com Inc,US Small Value,0.0
HLTOY,Hellenic Telecommunication Organization SA ADR,Intl Mid Blend,0.0
INCO,Columbia India Consumer ETF,Emerging Large Growth,0.0075
MMTC,Micro Imaging Technology Inc ,US Small Value,0.0
PCOR,Procore Technologies Inc,US Mid Growth,0.0
ATFAX,Invesco Limited Term Municipal Income A,Short-Term Inv. Grade,0.0058
MCFTX,MFS CA Municipal Bond A,Long-Term Inv. Grade,0.007
UMCVX,Invesco VI American Value I,** 77 US Mid Value / 23 Intl Mid Value **,0.0088
SMEAX,Invesco Small Cap Equity A,** 94 US Small Growth / 6 Intl Small Growth **,0.0126
LAMAX,Lord Abbett Dividend Growth A,US Large Blend,0.0092
HDEF,"Xtrackers MSCI EAFE High Div Yld Eq ETF(USD,HDEF)",Intl Large Value,0.002
GSMCX,Goldman Sachs Mid Cap Value Instl,US Mid Blend,0.0083
ACEIX,Invesco Equity and Income A,** 60 Us Large Value / 6 Intl Large Value / 21 Int-Term Inv. Grade / 13 Cash **,0.0079
FKUSX,Franklin US Government Secs A1,Int-Term Inv. Grade,0.0076
LDFVX,Lord Abbett Fundamental Equity A,US Large Value,0.0096
ACGIX,Invesco Growth and Income A,** 90 US Large Value / 10 Intl Large Value,0.0078
LMGAX,Lord Abbett Growth Opportunities A,** 92 US Mid Growth / 8 Intl Mid Growth **,0.0096
FKALX,Federated Hermes Kaufmann Small Cap R6,US Small Growth,0.0089
MINJX,MFS International Intrinsic Value R6,Intl Large Blend,0.0067
SRJCX,JPMorgan SmartRetirement® 2035 C,** 47 US Large Blend / 24 Intl Large Blend / 25 Int-Term Inv. Grade / 4 Cash **,0.0141
SPXCF,Singapore Exchange Ltd,Intl Large Blend,0.0
EWN,iShares MSCI Netherlands ETF,Intl Large Growth,0.005
ATNXQ,"Athenex, Inc.",US Small Value,0.0
FRCB,First Republic Bank ,US Small Value,0.0
TCELX,T. Rowe Price China Evolution Equity,Intl Large Blend,0.014
PREMX,T. Rowe Price Emerging Markets Bond,Int-Term Inv. Grade,0.0099
QCBMIX,CREF Core Bond R3,Int-Term Inv. Grade,0.0023
QCILIX,CREF Inflation-Linked Bond R3,Inflation Protected,0.00185
MAWIX,BlackRock Strategic Global Bond Instl ,World Bond,0.0055
QCGLIX,CREF Global Equities R3,** 65 US Large Blend / 35 Intl Large Blend **,0.0025
QCMMIX,CREF Money Market Account Class R3,Cash/Money Market,0.0018
UUP,Invesco DB US Dollar Bullish,Non-Traditional,0.0075
QCSCIX,CREF Social Choice R3,** 42 US Large Blend / 18 Intl Large Blend / 40 Int-Term Inv. Grade **,0.00205
AFAXX,American Funds US Government MMkt A,Cash/Money Market,0.0052
FNGAX,Franklin Intl Growth A,Intl Large Growth,0.0112
FKBAX,Franklin Total Return A,Int-Term Inv. Grade,0.0091
FRSTX,Franklin Strategic Income A,Short-Term Inv. Grade,0.0093
FI,Fiserv Inc,US Large Blend,0.0
QTEC,First Trust NASDAQ-100-Tech Sector ETF,** 90 US Large Growth / 10 Intl Large Growth **,0.0057
TECB,iShares US Tech Breakthrough Mltsctr ETF,US Large Growth,0.004
JEPAX,JPMorgan Equity Premium Income A,US Large Blend,0.0085
ANCTF,Alimentation Couche-Tard Inc,Intl Large Blend,0.0
BKPIX,ProFunds Banks UltraSector Inv,US Large Value,0.0171
ASC,Ardmore Shipping Corp,Intl Small Blend,0.0
HDSN,Hudson Technologies Inc,US Small Growth,0.0
SPYI,NEOS S&P 500(R) High Income ETF,US Large Blend,0.0068
PPNAX,Putnam Strategic Intermediate Muncpl A,Int-Term Inv. Grade,0.0084
PGEOX,George Putnam Balanced A,** 61 US Large Blend / 39 Int. Term Inv. Grade ** ,0.0094
PMYAX,Putnam Core Equity Fund A,US Large Blend,0.0099
AGOVX,Invesco Income A,Non-Traditional,0.0097
CWVIX,Calvert International Equity I,Intl Large Growth,0.0089
FBGKX,Fidelity® Blue Chip Growth K,US Large Growth,0.0059
VCSAX,Vanguard Consumer Staples Index Admiral,US Large Blend,0.001
ALSRX,Alger Small Cap Growth Institutional I,** 89 US Small Growth / 11 Intl Small Growth **,0.013
FDHIX,First Trust Short Duration High Inc I,Bank Loans,0.01
DSEP,FT Cboe Vest US Equity Dp Bffr ETF Sep,US Large Blend,0.0085
SIVBQ,SVB Financial Group,US Mid Blend,0.0
FDTX,Fidelity® Disruptive Technology ETF,** 77 US Large Growth / 23 Intl Large Growth **,0.005
FMED,Fidelity® Disruptive Medicine ETF,** 93 US Mid Growth / 7 Intl Mid Growth **,0.005
FDCF,Fidelity® Disruptive Communications ETF ,** 83 US Large Growth / 17 Intl Large Growth **,0.005
APDMX,Artisan Mid Cap Advisor,US Mid Growth,0.0105
VUIAX,Vanguard Utilities Index Adm,US Mid Value,0.001
JBGAX,JHancock Blue Chip Growth A ,US Large Growth,0.0114
VIESX,Virtus KAR Emerging Markets Small-Cap I,** 54 Intl Mid Growth / 46 Emerging Mid Growth **,0.015
GIFIX,Guggenheim Floating Rate Strats Instl,Bank Loans,0.0078
MINGX,MFS International Intrinsic Value R3,Intl Large Blend,0.0103
GBIAX,Nationwide Bond Index A,Int-Term Inv. Grade,0.0065
GIIAX,Nationwide International Index A,Intl Large Blend,0.0069
GMXAX,Nationwide Mid Cap Market Idx A,US Mid Blend,0.0069
TWEIX,American Century Equity Income Inv ,** 79 US Large Value / 21 Intl Large Value **,0.0093
